Date,Open,High,Low,Close,Adj Close,Volume
2023-11-29,339.69000244140625,339.8999938964844,330.7799987792969,332.20001220703125,332.20001220703125,16024500
2023-11-30,331.8900146484375,333.5,322.3999938964844,327.1499938964844,327.1499938964844,23146400
2023-12-01,325.4800109863281,326.8599853515625,320.760009765625,324.82000732421875,324.82000732421875,15264700
2023-12-04,317.2900085449219,320.8599853515625,313.6600036621094,320.0199890136719,320.0199890136719,19037100
2023-12-05,318.9800109863281,321.8800048828125,315.3900146484375,318.2900085449219,318.2900085449219,16952100
2023-12-06,321.92999267578125,322.25,317.0400085449219,317.45001220703125,317.45001220703125,11294300
2023-12-07,317.7699890136719,328.239990234375,317.7699890136719,326.5899963378906,326.5899963378906,15905100
2023-12-08,323.0899963378906,333.1700134277344,323.0,332.75,332.75,14077500
2023-12-11,329.3999938964844,329.8900146484375,320.0,325.2799987792969,325.2799987792969,25802500
2023-12-12,324.6000061035156,334.4700012207031,324.55999755859375,334.2200012207031,334.2200012207031,18485500
2023-12-13,333.92999267578125,338.3699951171875,332.6400146484375,334.739990234375,334.739990234375,16353300
2023-12-14,333.8500061035156,334.70001220703125,328.6400146484375,333.1700134277344,333.1700134277344,19607300
2023-12-15,331.989990234375,338.6600036621094,331.2200012207031,334.9200134277344,334.9200134277344,30001600
2023-12-18,337.4800109863281,347.55999755859375,337.0199890136719,344.6199951171875,344.6199951171875,18993900
2023-12-19,345.5799865722656,353.6000061035156,345.1199951171875,350.3599853515625,350.3599853515625,17729400
2023-12-20,348.6499938964844,354.9599914550781,347.7900085449219,349.2799987792969,349.2799987792969,16369900
2023-12-21,352.9800109863281,356.4100036621094,349.2099914550781,354.0899963378906,354.0899963378906,15289600
2023-12-22,355.5799865722656,357.20001220703125,351.2200012207031,353.3900146484375,353.3900146484375,11764200
2023-12-26,354.989990234375,356.9800109863281,353.45001220703125,354.8299865722656,354.8299865722656,9898600
2023-12-27,356.07000732421875,359.0,355.30999755859375,357.8299865722656,357.8299865722656,13207900
2023-12-28,359.70001220703125,361.8999938964844,357.80999755859375,358.32000732421875,358.32000732421875,11798800
2023-12-29,358.989990234375,360.0,351.82000732421875,353.9599914550781,353.9599914550781,14980500
2024-01-02,351.32000732421875,353.1600036621094,340.010009765625,346.2900085449219,346.2900085449219,19042200
2024-01-03,344.9800109863281,347.95001220703125,343.17999267578125,344.4700012207031,344.4700012207031,15451100
2024-01-04,344.5,348.1499938964844,343.3999938964844,347.1199951171875,347.1199951171875,12099900
2024-01-05,346.989990234375,353.5,346.260009765625,351.95001220703125,351.95001220703125,13920700
2024-01-08,354.70001220703125,358.9800109863281,352.04998779296875,358.6600036621094,358.6600036621094,13890200
2024-01-09,356.3999938964844,360.6400146484375,355.3599853515625,357.42999267578125,357.42999267578125,13463900
2024-01-10,360.1700134277344,372.94000244140625,359.0799865722656,370.4700012207031,370.4700012207031,22117200
2024-01-11,372.1300048828125,372.7799987792969,362.92999267578125,369.6700134277344,369.6700134277344,17205400
2024-01-12,370.1600036621094,377.05999755859375,369.5400085449219,374.489990234375,374.489990234375,19295700
